QQ-YYYY,PASSENGERS,MEDIAN_ITIN_FARE,AVG_ITIN_FARE,MIN_ITIN_FARE,MAX_ITIN_FARE,ORIGIN_CITY_NAME,ORIGIN_LONGITUDE,ORIGIN_LATITUDE,DEST_CITY_NAME
Q4 of 2010,1.0,10.0,10.0,10.0,10.0,"Allentown/Bethlehem/Easton, PA",-75.43833333,40.65472222,"Oakland, CA"
Q4 of 2010,59.0,466.0,457.35087719298247,10.0,1059.0,"Allentown/Bethlehem/Easton, PA",-75.43833333,40.65472222,"San Francisco, CA"
Q4 of 2010,7.0,536.0,573.2857142857143,321.0,778.0,"Allentown/Bethlehem/Easton, PA",-75.43833333,40.65472222,"San Jose, CA"
Q4 of 2010,1.0,609.0,609.0,609.0,609.0,"Abilene, TX",-99.67972222,32.40944444,"Oakland, CA"
Q4 of 2010,5.0,660.0,523.8,10.0,784.0,"Abilene, TX",-99.67972222,32.40944444,"San Francisco, CA"
Q4 of 2010,6.0,450.0,435.1666666666667,10.0,805.0,"Abilene, TX",-99.67972222,32.40944444,"San Jose, CA"
Q4 of 2010,908.0,338.0,360.25,5.0,683.0,"Albuquerque, NM",-106.60638889,35.04166667,"Oakland, CA"
Q4 of 2010,315.0,351.0,367.7157534246575,5.0,2093.0,"Albuquerque, NM",-106.60638889,35.04166667,"San Francisco, CA"
Q4 of 2010,286.0,330.0,343.54615384615386,7.0,800.0,"Albuquerque, NM",-106.60638889,35.04166667,"San Jose, CA"
Q4 of 2010,6.0,533.5,442.5,10.0,693.0,"Aberdeen, SD",-98.42166667,45.44972222,"San Francisco, CA"
Q4 of 2010,2.0,602.0,602.0,436.0,768.0,"Aberdeen, SD",-98.42166667,45.44972222,"San Jose, CA"
Q4 of 2010,5.0,668.0,855.4,418.0,1785.0,"Albany, GA",-84.19611111,31.53222222,"San Francisco, CA"
Q4 of 2010,2.0,710.0,710.0,614.0,806.0,"Nantucket, MA",-70.05972222,41.25666667,"San Francisco, CA"
Q4 of 2010,1.0,523.0,523.0,523.0,523.0,"Nantucket, MA",-70.05972222,41.25666667,"San Jose, CA"
Q4 of 2010,8.0,389.0,411.625,225.0,741.0,"Waco, TX",-97.22861111,31.61138889,"San Francisco, CA"
Q4 of 2010,5.0,240.0,367.0,237.0,624.0,"Waco, TX",-97.22861111,31.61138889,"San Jose, CA"
Q4 of 2010,164.0,383.0,415.39495798319325,2.0,1337.0,"Arcata/Eureka, CA",-124.1075,40.97916667,"San Francisco, CA"
Q4 of 2010,11.0,376.0,477.5,281.0,1161.0,"Atlantic City, NJ",-74.57805556,39.45611111,"San Francisco, CA"
Q4 of 2010,4.0,1456.0,1272.0,161.0,2015.0,"Kodiak, AK",-152.49388889,57.75,"Oakland, CA"
Q4 of 2010,1.0,1135.0,1135.0,1135.0,1135.0,"Kodiak, AK",-152.49388889,57.75,"San Francisco, CA"
Q4 of 2010,1.0,1156.0,1156.0,1156.0,1156.0,"Kodiak, AK",-152.49388889,57.75,"San Jose, CA"
Q4 of 2010,1.0,792.0,792.0,792.0,792.0,"Alexandria, LA",-92.54694444,31.32416667,"Oakland, CA"
Q4 of 2010,25.0,493.0,548.88,352.0,1373.0,"Alexandria, LA",-92.54694444,31.32416667,"San Francisco, CA"
Q4 of 2010,5.0,540.0,573.2,377.0,770.0,"Alexandria, LA",-92.54694444,31.32416667,"San Jose, CA"
Q4 of 2010,1.0,284.0,284.0,284.0,284.0,"Augusta, GA",-81.96444444,33.36916667,"Oakland, CA"
Q4 of 2010,32.0,400.5,444.4,7.0,1072.0,"Augusta, GA",-81.96444444,33.36916667,"San Francisco, CA"
Q4 of 2010,11.0,578.0,644.7272727272727,427.0,1312.0,"Augusta, GA",-81.96444444,33.36916667,"San Jose, CA"
Q4 of 2010,43.0,485.0,473.6829268292683,7.0,851.0,"Albany, NY",-73.80527778,42.74583333,"Oakland, CA"
Q4 of 2010,191.0,485.5,544.2934782608696,0.0,2478.0,"Albany, NY",-73.80527778,42.74583333,"San Francisco, CA"
Q4 of 2010,42.0,506.0,537.560975609756,10.0,1279.0,"Albany, NY",-73.80527778,42.74583333,"San Jose, CA"
Q4 of 2010,2.0,359.0,359.0,42.0,676.0,"Waterloo, IA",-92.39972222,42.55611111,"San Francisco, CA"
Q4 of 2010,2.0,829.0,829.0,526.0,1132.0,"Waterloo, IA",-92.39972222,42.55611111,"San Jose, CA"
Q4 of 2010,2.0,593.0,593.0,536.0,650.0,"Alamosa, CO",-105.86666667,37.43666667,"San Francisco, CA"
Q4 of 2010,10.0,307.0,316.22222222222223,149.0,546.0,"Walla Walla, WA",-118.29111111,46.09472222,"Oakland, CA"
Q4 of 2010,9.0,303.0,338.3333333333333,149.0,724.0,"Walla Walla, WA",-118.29111111,46.09472222,"San Francisco, CA"
Q4 of 2010,8.0,304.0,267.2857142857143,10.0,360.0,"Walla Walla, WA",-118.29111111,46.09472222,"San Jose, CA"
Q4 of 2010,1.0,450.0,450.0,450.0,450.0,"Walla Walla, WA",-118.29111111,46.09472222,"Santa Rosa, CA"
Q4 of 2010,15.0,411.0,493.8666666666667,10.0,936.0,"Amarillo, TX",-101.72194444,35.22722222,"Oakland, CA"
Q4 of 2010,12.0,530.5,549.75,10.0,886.0,"Amarillo, TX",-101.72194444,35.22722222,"San Francisco, CA"
Q4 of 2010,18.0,390.5,414.6666666666667,0.0,761.0,"Amarillo, TX",-101.72194444,35.22722222,"San Jose, CA"
Q4 of 2010,46.0,625.0,689.8536585365854,0.0,1416.0,"Anchorage, AK",-149.98527778,61.16916667,"Oakland, CA"
Q4 of 2010,100.0,554.0,602.2,0.0,1515.0,"Anchorage, AK",-149.98527778,61.16916667,"San Francisco, CA"
Q4 of 2010,28.0,567.0,481.69565217391306,10.0,1095.0,"Anchorage, AK",-149.98527778,61.16916667,"San Jose, CA"
Q4 of 2010,3.0,795.0,739.0,537.0,885.0,"Anchorage, AK",-149.98527778,61.16916667,"Santa Rosa, CA"
Q4 of 2010,1.0,580.0,580.0,580.0,580.0,"Altoona, PA",-78.32,40.29722222,"San Francisco, CA"
Q4 of 2010,1.0,381.0,381.0,381.0,381.0,"Aspen, CO",-106.86888889,39.22416667,"Oakland, CA"
Q4 of 2010,119.0,501.5,570.1309523809524,0.0,2664.0,"Aspen, CO",-106.86888889,39.22416667,"San Francisco, CA"
Q4 of 2010,10.0,420.0,426.77777777777777,313.0,644.0,"Aspen, CO",-106.86888889,39.22416667,"San Jose, CA"
Q4 of 2010,168.0,439.0,473.49056603773585,5.0,1693.0,"Atlanta, GA",-84.42722222,33.64083333,"Oakland, CA"
Q4 of 2010,2527.0,465.0,527.5242290748898,0.0,2148.0,"Atlanta, GA",-84.42722222,33.64083333,"San Francisco, CA"
Q4 of 2010,344.0,464.5,493.0466666666667,5.0,1425.0,"Atlanta, GA",-84.42722222,33.64083333,"San Jose, CA"
Q4 of 2010,1.0,579.0,579.0,579.0,579.0,"Atlanta, GA",-84.42722222,33.64083333,"Santa Rosa, CA"
Q4 of 2010,2.0,511.0,511.0,380.0,642.0,"Appleton, WI",-88.52,44.25777778,"Oakland, CA"
Q4 of 2010,37.0,426.0,446.13513513513516,10.0,1138.0,"Appleton, WI",-88.52,44.25777778,"San Francisco, CA"
Q4 of 2010,4.0,357.0,385.25,349.0,478.0,"Appleton, WI",-88.52,44.25777778,"San Jose, CA"
Q4 of 2010,2.0,373.0,373.0,368.0,378.0,"Watertown, SD",-97.15416667,44.90888889,"San Francisco, CA"
Q4 of 2010,508.0,352.0,368.97777777777776,5.0,938.0,"Austin, TX",-97.67,30.19444444,"Oakland, CA"
Q4 of 2010,981.0,356.0,404.21363636363634,0.0,4502.0,"Austin, TX",-97.67,30.19444444,"San Francisco, CA"
Q4 of 2010,925.0,342.0,366.8426724137931,0.0,1449.0,"Austin, TX",-97.67,30.19444444,"San Jose, CA"
Q4 of 2010,3.0,474.0,420.0,10.0,776.0,"Asheville, NC",-82.54111111,35.435,"Oakland, CA"
Q4 of 2010,119.0,417.0,497.96907216494844,10.0,1811.0,"Asheville, NC",-82.54111111,35.435,"San Francisco, CA"
Q4 of 2010,14.0,419.5,457.7857142857143,345.0,689.0,"Asheville, NC",-82.54111111,35.435,"San Jose, CA"
Q4 of 2010,2.0,221.0,221.0,10.0,432.0,"Scranton/Wilkes-Barre, PA",-75.72583333,41.33916667,"Oakland, CA"
Q4 of 2010,32.0,432.5,488.1875,10.0,1379.0,"Scranton/Wilkes-Barre, PA",-75.72583333,41.33916667,"San Francisco, CA"
Q4 of 2010,4.0,560.5,618.25,306.0,1046.0,"Scranton/Wilkes-Barre, PA",-75.72583333,41.33916667,"San Jose, CA"
Q4 of 2010,10.0,763.5,942.0,575.0,1876.0,"Kalamazoo, MI",-85.55361111,42.23638889,"San Francisco, CA"
Q4 of 2010,4.0,458.5,388.75,0.0,638.0,"Kalamazoo, MI",-85.55361111,42.23638889,"San Jose, CA"
Q4 of 2010,81.0,467.0,474.94805194805195,7.0,910.0,"Hartford, CT",-72.68333333,41.93861111,"Oakland, CA"
Q4 of 2010,480.0,407.5,442.34684684684686,0.0,2168.0,"Hartford, CT",-72.68333333,41.93861111,"San Francisco, CA"
Q4 of 2010,63.0,537.5,534.2166666666667,7.0,1001.0,"Hartford, CT",-72.68333333,41.93861111,"San Jose, CA"
Q4 of 2010,1.0,523.0,523.0,523.0,523.0,"Scottsbluff, NE",-103.60111111,41.87527778,"San Francisco, CA"
Q4 of 2010,122.0,170.5,199.2159090909091,0.0,775.0,"Bakersfield, CA",-119.05222222,35.43,"San Francisco, CA"
Q4 of 2010,1.0,910.0,910.0,910.0,910.0,"Bakersfield, CA",-119.05222222,35.43,"San Jose, CA"
Q4 of 2010,3.0,587.0,588.3333333333334,486.0,692.0,"Binghamton, NY",-75.96916667,42.20138889,"Oakland, CA"
Q4 of 2010,19.0,477.5,491.3333333333333,10.0,1114.0,"Binghamton, NY",-75.96916667,42.20138889,"San Francisco, CA"
Q4 of 2010,1.0,356.0,356.0,356.0,356.0,"Binghamton, NY",-75.96916667,42.20138889,"San Jose, CA"
Q4 of 2010,12.0,566.5,535.25,0.0,1005.0,"Bangor, ME",-68.82777778,44.80777778,"San Francisco, CA"
Q4 of 2010,1.0,952.0,952.0,952.0,952.0,"Bangor, ME",-68.82777778,44.80777778,"San Jose, CA"
Q4 of 2010,2.0,779.0,779.0,335.0,1223.0,"Bar Harbor, ME",-68.36166667,44.44888889,"San Francisco, CA"
Q4 of 2010,68.0,438.0,411.9,7.0,717.0,"Birmingham, AL",-86.75555556,33.56305556,"Oakland, CA"
Q4 of 2010,146.0,427.0,447.16541353383457,10.0,1692.0,"Birmingham, AL",-86.75555556,33.56305556,"San Francisco, CA"
Q4 of 2010,54.0,434.0,442.88235294117646,0.0,1317.0,"Birmingham, AL",-86.75555556,33.56305556,"San Jose, CA"
Q4 of 2010,12.0,458.0,438.9166666666667,10.0,631.0,"Billings, MT",-108.54277778,45.80694444,"Oakland, CA"
Q4 of 2010,55.0,405.5,439.75,10.0,1259.0,"Billings, MT",-108.54277778,45.80694444,"San Francisco, CA"
Q4 of 2010,21.0,452.0,450.3333333333333,10.0,691.0,"Billings, MT",-108.54277778,45.80694444,"San Jose, CA"
Q4 of 2010,4.0,484.0,603.0,474.0,970.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"Oakland, CA"
Q4 of 2010,14.0,495.0,748.6428571428571,264.0,2483.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"San Francisco, CA"
Q4 of 2010,6.0,444.0,469.8,407.0,553.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"San Jose, CA"
Q4 of 2010,2.0,906.5,906.5,884.0,929.0,"Bemidji, MN",-94.93472222,47.50972222,"San Francisco, CA"
Q4 of 2010,1.0,614.0,614.0,614.0,614.0,"Bemidji, MN",-94.93472222,47.50972222,"San Jose, CA"
Q4 of 2010,1.0,603.0,603.0,603.0,603.0,"Branson, MO",-93.20055556,36.53194444,"Oakland, CA"
Q4 of 2010,17.0,351.0,404.93333333333334,325.0,822.0,"Branson, MO",-93.20055556,36.53194444,"San Francisco, CA"
Q4 of 2010,135.0,228.5,230.88636363636363,10.0,560.0,"Bellingham, WA",-122.53472222,48.79444444,"Oakland, CA"
Q4 of 2010,26.0,288.0,322.0,10.0,676.0,"Bellingham, WA",-122.53472222,48.79444444,"San Francisco, CA"
Q4 of 2010,26.0,240.0,246.76470588235293,0.0,521.0,"Bellingham, WA",-122.53472222,48.79444444,"San Jose, CA"
Q4 of 2010,1.0,564.0,564.0,564.0,564.0,"Bellingham, WA",-122.53472222,48.79444444,"Santa Rosa, CA"
Q4 of 2010,1.0,504.0,504.0,504.0,504.0,"Bloomington/Normal, IL",-88.9275,40.48194444,"Oakland, CA"
Q4 of 2010,22.0,397.5,457.0,10.0,1186.0,"Bloomington/Normal, IL",-88.9275,40.48194444,"San Francisco, CA"
Q4 of 2010,5.0,387.0,377.4,10.0,656.0,"Bloomington/Normal, IL",-88.9275,40.48194444,"San Jose, CA"
Q4 of 2010,264.0,412.0,437.86036036036035,5.0,926.0,"Nashville, TN",-86.68194444,36.12666667,"Oakland, CA"
Q4 of 2010,350.0,319.0,398.0,0.0,2307.0,"Nashville, TN",-86.68194444,36.12666667,"San Francisco, CA"
Q4 of 2010,145.0,410.0,432.0935251798561,7.0,912.0,"Nashville, TN",-86.68194444,36.12666667,"San Jose, CA"
Q4 of 2010,361.0,347.0,352.7432432432432,5.0,619.0,"Boise, ID",-116.225,43.56527778,"Oakland, CA"
Q4 of 2010,292.0,422.5,463.1294117647059,5.0,1773.0,"Boise, ID",-116.225,43.56527778,"San Francisco, CA"
Q4 of 2010,154.0,322.0,331.6068376068376,5.0,676.0,"Boise, ID",-116.225,43.56527778,"San Jose, CA"
Q4 of 2010,3.0,578.0,494.6666666666667,298.0,608.0,"Boise, ID",-116.225,43.56527778,"Santa Rosa, CA"
Q4 of 2010,216.0,407.5,444.2864583333333,7.0,1633.0,"Boston, MA",-71.00611111,42.36361111,"Oakland, CA"
Q4 of 2010,4652.0,493.0,604.9230080572963,0.0,5667.0,"Boston, MA",-71.00611111,42.36361111,"San Francisco, CA"
Q4 of 2010,598.0,423.0,462.4252336448598,0.0,2184.0,"Boston, MA",-71.00611111,42.36361111,"San Jose, CA"
Q4 of 2010,1.0,630.0,630.0,630.0,630.0,"Brunswick, GA",-81.46638889,31.25888889,"Oakland, CA"
Q4 of 2010,3.0,395.0,787.0,370.0,1596.0,"Brunswick, GA",-81.46638889,31.25888889,"San Francisco, CA"
Q4 of 2010,1.0,10.0,10.0,10.0,10.0,"Aguadilla, Puerto Rico",-67.13,18.49583333,"Oakland, CA"
Q4 of 2010,8.0,683.5,611.125,0.0,880.0,"Aguadilla, Puerto Rico",-67.13,18.49583333,"San Francisco, CA"
Q4 of 2010,2.0,394.5,394.5,10.0,779.0,"Brainerd, MN",-94.1375,46.39722222,"San Francisco, CA"
Q4 of 2010,6.0,701.0,641.25,387.0,776.0,"Brownsville, TX",-97.42555556,25.90638889,"San Francisco, CA"
Q4 of 2010,5.0,449.0,403.6,0.0,632.0,"Brownsville, TX",-97.42555556,25.90638889,"San Jose, CA"
Q4 of 2010,2.0,602.5,602.5,544.0,661.0,"Butte, MT",-112.49388889,45.95111111,"Oakland, CA"
Q4 of 2010,4.0,473.0,489.5,376.0,636.0,"Butte, MT",-112.49388889,45.95111111,"San Francisco, CA"
Q4 of 2010,4.0,560.0,553.25,410.0,683.0,"Butte, MT",-112.49388889,45.95111111,"San Jose, CA"
Q4 of 2010,1.0,646.0,646.0,646.0,646.0,"Baton Rouge, LA",-91.15055556,30.53166667,"Oakland, CA"
Q4 of 2010,98.0,393.0,443.5402298850575,10.0,1475.0,"Baton Rouge, LA",-91.15055556,30.53166667,"San Francisco, CA"
Q4 of 2010,18.0,489.0,489.77777777777777,10.0,852.0,"Baton Rouge, LA",-91.15055556,30.53166667,"San Jose, CA"
Q4 of 2010,12.0,571.0,596.3333333333334,436.0,884.0,"Burlington, VT",-73.15305556,44.47277778,"Oakland, CA"
Q4 of 2010,155.0,482.0,551.5960264900663,0.0,2234.0,"Burlington, VT",-73.15305556,44.47277778,"San Francisco, CA"
Q4 of 2010,9.0,652.0,629.4444444444445,406.0,874.0,"Burlington, VT",-73.15305556,44.47277778,"San Jose, CA"
Q4 of 2010,78.0,501.0,508.97014925373134,10.0,916.0,"Buffalo, NY",-78.73638889,42.94111111,"Oakland, CA"
Q4 of 2010,197.0,389.5,431.0698924731183,10.0,1356.0,"Buffalo, NY",-78.73638889,42.94111111,"San Francisco, CA"
Q4 of 2010,39.0,451.0,469.2972972972973,0.0,1536.0,"Buffalo, NY",-78.73638889,42.94111111,"San Jose, CA"
Q4 of 2010,10354.0,218.0,214.015,2.0,398.0,"Burbank, CA",-118.35777778,34.2,"Oakland, CA"
Q4 of 2010,969.0,362.0,428.83714285714285,0.0,1935.0,"Burbank, CA",-118.35777778,34.2,"San Francisco, CA"
Q4 of 2010,5560.0,216.0,210.1859410430839,2.0,637.0,"Burbank, CA",-118.35777778,34.2,"San Jose, CA"
Q4 of 2010,301.0,435.0,430.62448979591835,5.0,1057.0,"Baltimore, MD",-76.67138889,39.17555556,"Oakland, CA"
Q4 of 2010,718.0,470.5,509.8939873417722,0.0,3351.0,"Baltimore, MD",-76.67138889,39.17555556,"San Francisco, CA"
Q4 of 2010,295.0,421.5,434.2279411764706,0.0,2274.0,"Baltimore, MD",-76.67138889,39.17555556,"San Jose, CA"
Q4 of 2010,1.0,650.0,650.0,650.0,650.0,"Baltimore, MD",-76.67138889,39.17555556,"Santa Rosa, CA"
Q4 of 2010,17.0,483.0,509.46153846153845,360.0,722.0,"Bozeman, MT",-111.15944444,45.78027778,"Oakland, CA"
Q4 of 2010,79.0,491.0,461.0,5.0,818.0,"Bozeman, MT",-111.15944444,45.78027778,"San Francisco, CA"
Q4 of 2010,32.0,454.0,483.48275862068965,28.0,941.0,"Bozeman, MT",-111.15944444,45.78027778,"San Jose, CA"
Q4 of 2010,1.0,334.0,334.0,334.0,334.0,"Bozeman, MT",-111.15944444,45.78027778,"Santa Rosa, CA"
Q4 of 2010,86.0,427.0,468.2875,10.0,1497.0,"Columbia, SC",-81.11583333,33.93638889,"San Francisco, CA"
Q4 of 2010,10.0,506.0,586.2,10.0,1292.0,"Columbia, SC",-81.11583333,33.93638889,"San Jose, CA"
Q4 of 2010,77.0,373.0,403.3972602739726,10.0,780.0,"Akron, OH",-81.44166667,40.91388889,"San Francisco, CA"
Q4 of 2010,3.0,578.0,735.0,565.0,1062.0,"Akron, OH",-81.44166667,40.91388889,"San Jose, CA"
Q4 of 2010,1.0,679.0,679.0,679.0,679.0,"Cedar City, UT",-113.09611111,37.7025,"Oakland, CA"
Q4 of 2010,1.0,10.0,10.0,10.0,10.0,"Cedar City, UT",-113.09611111,37.7025,"San Francisco, CA"
Q4 of 2010,1.0,444.0,444.0,444.0,444.0,"Chadron, NE",-103.09777778,42.835,"San Jose, CA"
Q4 of 2010,56.0,165.0,215.8181818181818,0.0,869.0,"Crescent City, CA",-124.23583333,41.78,"San Francisco, CA"
Q4 of 2010,1.0,570.0,570.0,570.0,570.0,"Cortez, CO",-108.62722222,37.30277778,"San Francisco, CA"
Q4 of 2010,39.0,360.0,387.46153846153845,10.0,948.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Francisco, CA"
Q4 of 2010,2.0,325.5,325.5,10.0,641.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Jose, CA"
Q4 of 2010,1.0,866.0,866.0,866.0,866.0,"Chattanooga, TN",-85.20361111,35.03638889,"Santa Rosa, CA"
Q4 of 2010,3.0,554.0,495.0,10.0,921.0,"Charlottesville, VA",-78.45305556,38.14138889,"Oakland, CA"
Q4 of 2010,61.0,480.0,489.9298245614035,10.0,1303.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Francisco, CA"
Q4 of 2010,2.0,270.0,270.0,10.0,530.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Jose, CA"
Q4 of 2010,6.0,690.5,723.6666666666666,459.0,992.0,"Charleston, SC",-80.03888889,32.89916667,"Oakland, CA"
Q4 of 2010,208.0,432.0,475.44262295081967,10.0,1861.0,"Charleston, SC",-80.03888889,32.89916667,"San Francisco, CA"
Q4 of 2010,17.0,517.0,699.8823529411765,0.0,2176.0,"Charleston, SC",-80.03888889,32.89916667,"San Jose, CA"
Q4 of 2010,56.0,149.5,164.6,0.0,486.0,"Chico, CA",-121.85666667,39.79583333,"San Francisco, CA"
Q4 of 2010,19.0,410.0,463.72222222222223,10.0,1586.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"Oakland, CA"
Q4 of 2010,70.0,512.0,514.6086956521739,10.0,2236.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Francisco, CA"
Q4 of 2010,22.0,501.5,505.6363636363636,10.0,1494.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Jose, CA"
Q4 of 2010,1.0,550.0,550.0,550.0,550.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"Oakland, CA"
Q4 of 2010,4.0,662.0,758.25,10.0,1699.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"San Francisco, CA"
Q4 of 2010,1.0,746.0,746.0,746.0,746.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"San Jose, CA"
Q4 of 2010,2.0,508.5,508.5,496.0,521.0,"Clarksburg/Fairmont, WV",-80.22944444,39.29555556,"San Francisco, CA"
Q4 of 2010,105.0,212.0,210.83132530120483,18.0,572.0,"Carlsbad, CA",-117.27972222,33.12861111,"San Francisco, CA"
Q4 of 2010,13.0,108.0,175.15384615384616,55.0,476.0,"Carlsbad, CA",-117.27972222,33.12861111,"San Jose, CA"
Q4 of 2010,93.0,502.5,555.297619047619,10.0,981.0,"Cleveland, OH",-81.84944444,41.41083333,"Oakland, CA"
Q4 of 2010,590.0,510.0,570.3994778067885,0.0,2185.0,"Cleveland, OH",-81.84944444,41.41083333,"San Francisco, CA"
Q4 of 2010,116.0,480.0,500.1818181818182,0.0,1352.0,"Cleveland, OH",-81.84944444,41.41083333,"San Jose, CA"
Q4 of 2010,2.0,586.0,586.0,477.0,695.0,"Cleveland, OH",-81.84944444,41.41083333,"Santa Rosa, CA"
Q4 of 2010,4.0,737.0,810.75,517.0,1252.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Francisco, CA"
Q4 of 2010,3.0,597.0,671.6666666666666,403.0,1015.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Jose, CA"
Q4 of 2010,61.0,498.0,511.11538461538464,10.0,928.0,"Charlotte, NC",-80.93583333,35.21916667,"Oakland, CA"
Q4 of 2010,916.0,541.5,611.1565495207668,0.0,3363.0,"Charlotte, NC",-80.93583333,35.21916667,"San Francisco, CA"
Q4 of 2010,179.0,417.5,470.2875,10.0,2108.0,"Charlotte, NC",-80.93583333,35.21916667,"San Jose, CA"
Q4 of 2010,103.0,404.0,413.11578947368423,7.0,944.0,"Columbus, OH",-82.87833333,39.99111111,"Oakland, CA"
Q4 of 2010,320.0,395.0,437.81935483870967,0.0,2956.0,"Columbus, OH",-82.87833333,39.99111111,"San Francisco, CA"
Q4 of 2010,117.0,463.5,464.4913793103448,10.0,1258.0,"Columbus, OH",-82.87833333,39.99111111,"San Jose, CA"
Q4 of 2010,30.0,415.0,497.2608695652174,330.0,1076.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Francisco, CA"
Q4 of 2010,8.0,510.0,494.42857142857144,10.0,855.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Jose, CA"
Q4 of 2010,1.0,449.0,449.0,449.0,449.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"Oakland, CA"
Q4 of 2010,1.0,683.0,683.0,683.0,683.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"San Jose, CA"
Q4 of 2010,4.0,592.5,583.75,449.0,701.0,"Moab, UT",-109.74611111,38.75944444,"San Francisco, CA"
Q4 of 2010,6.0,502.0,509.8333333333333,353.0,641.0,"Cody, WY",-109.0275,44.51583333,"San Francisco, CA"
Q4 of 2010,3.0,469.0,473.3333333333333,433.0,518.0,"Cody, WY",-109.0275,44.51583333,"San Jose, CA"
Q4 of 2010,16.0,375.5,364.875,10.0,575.0,"Colorado Springs, CO",-104.70916667,38.80888889,"Oakland, CA"
Q4 of 2010,102.0,380.5,375.72093023255815,5.0,873.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Francisco, CA"
Q4 of 2010,62.0,319.0,368.3103448275862,10.0,941.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Jose, CA"
Q4 of 2010,1.0,10.0,10.0,10.0,10.0,"Casper, WY",-106.4625,42.90861111,"Oakland, CA"
Q4 of 2010,9.0,440.0,414.42857142857144,10.0,659.0,"Casper, WY",-106.4625,42.90861111,"San Francisco, CA"
Q4 of 2010,6.0,457.5,423.3333333333333,10.0,659.0,"Casper, WY",-106.4625,42.90861111,"San Jose, CA"
Q4 of 2010,19.0,432.0,476.0,10.0,967.0,"Corpus Christi, TX",-97.50083333,27.77,"Oakland, CA"
Q4 of 2010,17.0,477.0,588.25,0.0,1564.0,"Corpus Christi, TX",-97.50083333,27.77,"San Francisco, CA"
Q4 of 2010,11.0,637.0,596.0909090909091,0.0,950.0,"Corpus Christi, TX",-97.50083333,27.77,"San Jose, CA"
Q4 of 2010,45.0,457.5,488.8181818181818,10.0,1232.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Francisco, CA"
Q4 of 2010,10.0,597.5,549.0,10.0,963.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Jose, CA"
Q4 of 2010,7.0,466.0,519.1428571428571,363.0,723.0,"Columbus, GA",-84.93888889,32.51611111,"San Francisco, CA"
Q4 of 2010,4.0,686.5,869.75,408.0,1698.0,"Columbus, GA",-84.93888889,32.51611111,"San Jose, CA"
Q4 of 2010,21.0,615.0,667.1904761904761,376.0,1772.0,"Cincinnati, OH",-84.66861111,39.04777778,"Oakland, CA"
Q4 of 2010,496.0,478.0,537.9521126760563,5.0,2015.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Francisco, CA"
Q4 of 2010,73.0,404.0,451.1917808219178,0.0,1270.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Jose, CA"
Q4 of 2010,1.0,556.0,556.0,556.0,556.0,"Cincinnati, OH",-84.66861111,39.04777778,"Santa Rosa, CA"
Q4 of 2010,17.0,450.0,525.4705882352941,304.0,909.0,"Mosinee, WI",-89.65916667,44.78222222,"San Francisco, CA"
Q4 of 2010,7.0,339.0,388.57142857142856,280.0,714.0,"Mosinee, WI",-89.65916667,44.78222222,"San Jose, CA"
Q4 of 2010,2.0,422.0,422.0,393.0,451.0,"Cheyenne, WY",-104.81222222,41.15583333,"San Francisco, CA"
Q4 of 2010,2.0,536.0,536.0,535.0,537.0,"Cheyenne, WY",-104.81222222,41.15583333,"San Jose, CA"
Q4 of 2010,22.0,380.0,545.6666666666666,10.0,1984.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Francisco, CA"
Q4 of 2010,2.0,427.5,427.5,420.0,435.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Jose, CA"
Q4 of 2010,330.0,422.0,426.3717277486911,5.0,952.0,"Dallas, TX",-96.85333333,32.84694444,"Oakland, CA"
Q4 of 2010,53.0,353.5,345.2307692307692,0.0,894.0,"Dallas, TX",-96.85333333,32.84694444,"San Francisco, CA"
Q4 of 2010,78.0,371.0,383.5,7.0,894.0,"Dallas, TX",-96.85333333,32.84694444,"San Jose, CA"
