City,Date,Value
00000,2015-05-04,0.6666666666666666
00000,2015-05-05,0.5454545454545454
00000,2015-05-06,0.7272727272727273
00000,2015-05-07,0.7272727272727273
00000,2015-05-08,0.6363636363636364
00000,2015-05-09,0.7272727272727273
00000,2015-05-10,0.6363636363636364
00000,2015-05-11,0.6363636363636364
00000,2015-05-12,0.6363636363636364
00000,2015-05-13,0.5454545454545454
00000,2015-05-14,0.5454545454545454
00000,2015-05-15,0.7272727272727273
00000,2015-05-16,0.36363636363636365
00000,2015-05-17,0.45454545454545453
00000,2015-05-18,0.5454545454545454
00000,2015-05-19,0.5454545454545454
00000,2015-05-20,0.45454545454545453
00000,2015-05-21,0.45454545454545453
00000,2015-05-22,0.5454545454545454
00000,2015-05-23,0.7272727272727273
00000,2015-05-24,0.6363636363636364
00000,2015-05-25,0.7272727272727273
00000,2015-05-26,0.6363636363636364
00000,2015-05-27,0.6363636363636364
00000,2015-05-28,0.5454545454545454
00000,2015-05-29,0.5454545454545454
00000,2015-05-30,0.5454545454545454
00000,2015-05-31,0.5454545454545454
00000,2015-06-01,0.6363636363636364
00000,2015-06-02,0.6363636363636364
00000,2015-06-03,0.6363636363636364
00000,2015-06-04,0.6363636363636364
00000,2015-06-05,0.7272727272727273
00000,2015-06-06,0.7272727272727273
00000,2015-06-07,0.7272727272727273
00000,2015-06-08,0.5454545454545454
00000,2015-06-09,0.5454545454545454
00000,2015-06-10,0.5454545454545454
00000,2015-06-11,0.6363636363636364
00000,2015-06-12,0.6363636363636364
00000,2015-06-13,0.7272727272727273
00000,2015-06-14,0.7272727272727273
00000,2015-06-15,0.7272727272727273
00000,2015-06-16,0.7272727272727273
00000,2015-06-17,0.7272727272727273
00000,2015-06-18,0.5454545454545454
00000,2015-06-19,0.5454545454545454
00000,2015-06-20,0.5454545454545454
00000,2015-06-21,0.6363636363636364
00000,2015-06-22,0.5454545454545454
00000,2015-06-23,0.5454545454545454
00000,2015-06-24,0.5454545454545454
00000,2015-06-25,0.6363636363636364
00000,2015-06-26,0.5454545454545454
00000,2015-06-27,0.5454545454545454
00000,2015-06-28,0.5454545454545454
00000,2015-06-29,0.6363636363636364
00000,2015-06-30,0.6153846153846154
00000,2015-07-01,0.6428571428571429
00000,2015-07-02,0.6666666666666666
00000,2015-07-03,0.5625
00000,2015-07-04,0.5
00000,2015-07-05,0.5789473684210527
00000,2015-07-06,0.4166666666666667
00000,2015-07-07,0.48
00000,2015-07-08,0.4444444444444444
00000,2015-07-09,0.3793103448275862
00000,2015-07-10,0.3235294117647059
00000,2015-07-11,0.2647058823529412
00000,2015-07-12,0.35294117647058826
00000,2015-07-13,0.3235294117647059
00000,2015-07-14,0.29411764705882354
00000,2015-07-15,0.38235294117647056
00000,2015-07-16,0.3235294117647059
00000,2015-07-17,0.3235294117647059
00000,2015-07-18,0.3235294117647059
00000,2015-07-19,0.38235294117647056
00000,2015-07-20,0.35294117647058826
00000,2015-07-21,0.4411764705882353
00000,2015-07-22,0.35294117647058826
00000,2015-07-23,0.35294117647058826
00000,2015-07-24,0.3235294117647059
00000,2015-07-25,0.4117647058823529
00000,2015-07-26,0.5588235294117647
00000,2015-07-27,0.47058823529411764
00000,2015-07-28,0.38235294117647056
00000,2015-07-29,0.35294117647058826
00000,2015-07-30,0.35294117647058826
00000,2015-07-31,0.47058823529411764
00000,2015-08-01,0.38235294117647056
00000,2015-08-02,0.47058823529411764
00000,2015-08-03,0.4117647058823529
00000,2015-08-04,0.4117647058823529
00000,2015-08-05,0.38235294117647056
00000,2015-08-06,0.35294117647058826
00000,2015-08-07,0.35294117647058826
00000,2015-08-08,0.35294117647058826
00000,2015-08-09,0.38235294117647056
00000,2015-08-10,0.38235294117647056
00000,2015-08-11,0.4117647058823529
00000,2015-08-12,0.35294117647058826
00000,2015-08-13,0.35294117647058826
00000,2015-08-14,0.4411764705882353
00000,2015-08-15,0.35294117647058826
00000,2015-08-16,0.35294117647058826
00000,2015-08-17,0.35294117647058826
00000,2015-08-18,0.35294117647058826
00000,2015-08-19,0.35294117647058826
00000,2015-08-20,0.47058823529411764
00000,2015-08-21,0.4117647058823529
00000,2015-08-22,0.38235294117647056
00000,2015-08-23,0.38235294117647056
00000,2015-08-24,0.4411764705882353
00000,2015-08-25,0.47058823529411764
00000,2015-08-26,0.4117647058823529
00000,2015-08-27,0.4411764705882353
00000,2015-08-28,0.4117647058823529
00000,2015-08-29,0.5
00000,2015-08-30,0.5294117647058824
00000,2015-08-31,0.5588235294117647
00000,2015-09-01,0.44
00000,2015-09-02,0.41935483870967744
00000,2015-09-03,0.3225806451612903
00000,2015-09-04,0.3870967741935484
00000,2015-09-05,0.3548387096774194
00000,2015-09-06,0.3870967741935484
00000,2015-09-07,0.41935483870967744
00000,2015-09-08,0.3870967741935484
00000,2015-09-09,0.45161290322580644
00000,2015-09-10,0.41935483870967744
00000,2015-09-11,0.3548387096774194
00000,2015-09-12,0.3225806451612903
00000,2015-09-13,0.3548387096774194
00000,2015-09-14,0.41935483870967744
00000,2015-09-15,0.45161290322580644
00000,2015-09-16,0.3870967741935484
00000,2015-09-17,0.2903225806451613
00000,2015-09-18,0.3870967741935484
00000,2015-09-19,0.45161290322580644
00000,2015-09-20,0.5161290322580645
00000,2015-09-21,0.5161290322580645
00000,2015-09-22,0.5161290322580645
00000,2015-09-23,0.4838709677419355
00000,2015-09-24,0.41935483870967744
00000,2015-09-25,0.3548387096774194
00000,2015-09-26,0.3870967741935484
00000,2015-09-27,0.41935483870967744
00000,2015-09-28,0.4838709677419355
